,cmdt_zone,year,average_yield,min_yield,max_yield,stdeviation_yield,coefiscient_variation_yield
367,Koutiala,1993,1893.208821,1719.868637,2216.347713,186.8641314,9.870233508
368,Koutiala,1994,1784.644597,1569.97568,2030.507386,169.5226662,9.49895943
369,Koutiala,1995,1744.243414,1602.946732,1899.930021,114.169634,6.545510396
370,Koutiala,1996,1816.769691,1644.42326,2020.942408,149.4030056,8.22355229
371,Koutiala,1997,1786.145081,1706.98088,1924.997042,79.42030786,4.446464551
372,Koutiala,1998,1808.0,1654.0,1881.0,81.44118532,4.504490339
373,Koutiala,1999,1871.281337,1671.02638,1962.9683,111.465892,5.956661344
374,Koutiala,2000,1495.280618,1248.0,1790.063182,212.7449455,14.22776053
375,Koutiala,2001,1808.142857,1725.0,1911.0,75.79891945,4.192086878
376,Koutiala,2002,1102.714286,547.0,1648.0,361.5820397,32.79018367
377,Koutiala,2003,1815.575831,793.0,2388.987252,544.3282545,29.98102559
378,Koutiala,2004,1519.413065,1207.028448,1945.952935,291.4230642,19.1799762
379,Koutiala,2005,2064.857436,1619.934126,2356.959365,253.8846456,12.29550482
380,Koutiala,2006,2136.149653,1709.093461,2454.958895,233.2090974,10.91726401
381,Koutiala,2007,1783.167711,1076.060234,2260.088889,413.2981661,23.17775067
382,Koutiala,2008,2029.267412,1601.008557,2507.885305,280.315572,13.81363394
383,Koutiala,2009,2145.0,1854.0,2714.0,281.9615813,13.14506207
384,Koutiala,2010,2220.142857,1921.0,2588.0,230.9064952,10.4005242
385,Koutiala,2011,1942.428571,1627.0,2230.0,238.3462867,12.27053031
386,Koutiala,2012,2406.428571,2113.0,2695.0,228.6991161,9.50367357
387,Koutiala,2013,2089.128531,1784.004128,2381.987144,275.7322288,13.19843297
388,Koutiala,2014,2523.428571,2243.0,2763.0,176.3820259,6.98977684
389,Koutiala,2015,2516.557669,2131.0,2783.903681,239.2147589,9.505633902
390,Koutiala,2016,2302.285714,2147.0,2461.0,121.429972,5.274322436
391,Koutiala,2017,2344.571429,2080.0,2701.0,204.8380313,8.736693997
392,Koutiala,1990,1759.5,1159.0,2010.0,319.3898871,18.15230958
393,Koutiala,1991,1549.166667,1102.0,1934.0,299.9149324,19.35975895
394,Koutiala,1992,1938.666667,1577.0,2296.0,296.0984071,15.2733016
395,Koutiala,1993,1893.208821,1719.868637,2216.347713,186.8641314,9.870233508
396,Koutiala,1994,1784.644597,1569.97568,2030.507386,169.5226662,9.49895943
397,Koutiala,1995,1744.243414,1602.946732,1899.930021,114.169634,6.545510396
398,Koutiala,1996,1816.769691,1644.42326,2020.942408,149.4030056,8.22355229
399,Koutiala,1997,1786.145081,1706.98088,1924.997042,79.42030786,4.446464551
400,Koutiala,1998,1808.0,1654.0,1881.0,81.44118532,4.504490339
401,Koutiala,1999,1871.281337,1671.02638,1962.9683,111.465892,5.956661344
402,Koutiala,2000,1495.280618,1248.0,1790.063182,212.7449455,14.22776053
403,Koutiala,2001,1808.142857,1725.0,1911.0,75.79891945,4.192086878
404,Koutiala,2002,1102.714286,547.0,1648.0,361.5820397,32.79018367
405,Koutiala,2003,1815.575831,793.0,2388.987252,544.3282545,29.98102559
406,Koutiala,2004,1519.413065,1207.028448,1945.952935,291.4230642,19.1799762
407,Koutiala,2005,2064.857436,1619.934126,2356.959365,253.8846456,12.29550482
408,Koutiala,2006,2136.149653,1709.093461,2454.958895,233.2090974,10.91726401
409,Koutiala,2007,1783.167711,1076.060234,2260.088889,413.2981661,23.17775067
410,Koutiala,2008,2029.267412,1601.008557,2507.885305,280.315572,13.81363394
411,Koutiala,2009,2145.0,1854.0,2714.0,281.9615813,13.14506207
412,Koutiala,2010,2220.142857,1921.0,2588.0,230.9064952,10.4005242
413,Koutiala,2011,1942.428571,1627.0,2230.0,238.3462867,12.27053031
414,Koutiala,2012,2406.428571,2113.0,2695.0,228.6991161,9.50367357
415,Koutiala,2013,2089.128531,1784.004128,2381.987144,275.7322288,13.19843297
416,Koutiala,2014,2523.428571,2243.0,2763.0,176.3820259,6.98977684
417,Koutiala,2015,2516.557669,2131.0,2783.903681,239.2147589,9.505633902
418,Koutiala,2016,2302.285714,2147.0,2461.0,121.429972,5.274322436
419,Koutiala,2017,2344.571429,2080.0,2701.0,204.8380313,8.736693997
420,Koutiala,1990,1759.5,1159.0,2010.0,319.3898871,18.15230958
421,Koutiala,1991,1549.166667,1102.0,1934.0,299.9149324,19.35975895
422,Koutiala,1992,1938.666667,1577.0,2296.0,296.0984071,15.2733016
423,Koutiala,1993,1893.208821,1719.868637,2216.347713,186.8641314,9.870233508
424,Koutiala,1994,1784.644597,1569.97568,2030.507386,169.5226662,9.49895943
425,Koutiala,1995,1744.243414,1602.946732,1899.930021,114.169634,6.545510396
426,Koutiala,1996,1816.769691,1644.42326,2020.942408,149.4030056,8.22355229
427,Koutiala,1997,1786.145081,1706.98088,1924.997042,79.42030786,4.446464551
428,Koutiala,1998,1808.0,1654.0,1881.0,81.44118532,4.504490339
429,Koutiala,1999,1871.281337,1671.02638,1962.9683,111.465892,5.956661344
430,Koutiala,2000,1495.280618,1248.0,1790.063182,212.7449455,14.22776053
431,Koutiala,2001,1808.142857,1725.0,1911.0,75.79891945,4.192086878
432,Koutiala,2002,1102.714286,547.0,1648.0,361.5820397,32.79018367
433,Koutiala,2003,1815.575831,793.0,2388.987252,544.3282545,29.98102559
434,Koutiala,2004,1519.413065,1207.028448,1945.952935,291.4230642,19.1799762
435,Koutiala,2005,2064.857436,1619.934126,2356.959365,253.8846456,12.29550482
436,Koutiala,2006,2136.149653,1709.093461,2454.958895,233.2090974,10.91726401
437,Koutiala,2007,1783.167711,1076.060234,2260.088889,413.2981661,23.17775067
438,Koutiala,2008,2029.267412,1601.008557,2507.885305,280.315572,13.81363394
439,Koutiala,2009,2145.0,1854.0,2714.0,281.9615813,13.14506207
440,Koutiala,2010,2220.142857,1921.0,2588.0,230.9064952,10.4005242
441,Koutiala,2011,1942.428571,1627.0,2230.0,238.3462867,12.27053031
442,Koutiala,2012,2406.428571,2113.0,2695.0,228.6991161,9.50367357
443,Koutiala,2013,2089.128531,1784.004128,2381.987144,275.7322288,13.19843297
444,Koutiala,2014,2523.428571,2243.0,2763.0,176.3820259,6.98977684
445,Koutiala,2015,2516.557669,2131.0,2783.903681,239.2147589,9.505633902
446,Koutiala,2016,2302.285714,2147.0,2461.0,121.429972,5.274322436
447,Koutiala,2017,2344.571429,2080.0,2701.0,204.8380313,8.736693997
448,Koutiala,1990,1759.5,1159.0,2010.0,319.3898871,18.15230958
449,Koutiala,1991,1549.166667,1102.0,1934.0,299.9149324,19.35975895
450,Koutiala,1992,1938.666667,1577.0,2296.0,296.0984071,15.2733016
451,Koutiala,1993,1893.208821,1719.868637,2216.347713,186.8641314,9.870233508
452,Koutiala,1994,1784.644597,1569.97568,2030.507386,169.5226662,9.49895943
453,Koutiala,1995,1744.243414,1602.946732,1899.930021,114.169634,6.545510396
454,Koutiala,1996,1816.769691,1644.42326,2020.942408,149.4030056,8.22355229
455,Koutiala,1997,1786.145081,1706.98088,1924.997042,79.42030786,4.446464551
456,Koutiala,1998,1808.0,1654.0,1881.0,81.44118532,4.504490339
457,Koutiala,1999,1871.281337,1671.02638,1962.9683,111.465892,5.956661344
458,Koutiala,2000,1495.280618,1248.0,1790.063182,212.7449455,14.22776053
459,Koutiala,2001,1808.142857,1725.0,1911.0,75.79891945,4.192086878
460,Koutiala,2002,1102.714286,547.0,1648.0,361.5820397,32.79018367
461,Koutiala,2003,1815.575831,793.0,2388.987252,544.3282545,29.98102559
462,Koutiala,2004,1519.413065,1207.028448,1945.952935,291.4230642,19.1799762
463,Koutiala,2005,2064.857436,1619.934126,2356.959365,253.8846456,12.29550482
464,Koutiala,2006,2136.149653,1709.093461,2454.958895,233.2090974,10.91726401
465,Koutiala,2007,1783.167711,1076.060234,2260.088889,413.2981661,23.17775067
466,Koutiala,2008,2029.267412,1601.008557,2507.885305,280.315572,13.81363394
467,Koutiala,2009,2145.0,1854.0,2714.0,281.9615813,13.14506207
468,Koutiala,2010,2220.142857,1921.0,2588.0,230.9064952,10.4005242
469,Koutiala,2011,1942.428571,1627.0,2230.0,238.3462867,12.27053031
470,Koutiala,2012,2406.428571,2113.0,2695.0,228.6991161,9.50367357
471,Koutiala,2013,2089.128531,1784.004128,2381.987144,275.7322288,13.19843297
472,Koutiala,2014,2523.428571,2243.0,2763.0,176.3820259,6.98977684
473,Koutiala,2015,2516.557669,2131.0,2783.903681,239.2147589,9.505633902
474,Koutiala,2016,2302.285714,2147.0,2461.0,121.429972,5.274322436
475,Koutiala,2017,2344.571429,2080.0,2701.0,204.8380313,8.736693997
476,Koutiala,1990,1759.5,1159.0,2010.0,319.3898871,18.15230958
477,Koutiala,1991,1549.166667,1102.0,1934.0,299.9149324,19.35975895
478,Koutiala,1992,1938.666667,1577.0,2296.0,296.0984071,15.2733016
479,Koutiala,1993,1893.208821,1719.868637,2216.347713,186.8641314,9.870233508
480,Koutiala,1994,1784.644597,1569.97568,2030.507386,169.5226662,9.49895943
481,Koutiala,1995,1744.243414,1602.946732,1899.930021,114.169634,6.545510396
482,Koutiala,1996,1816.769691,1644.42326,2020.942408,149.4030056,8.22355229
483,Koutiala,1997,1786.145081,1706.98088,1924.997042,79.42030786,4.446464551
484,Koutiala,1998,1808.0,1654.0,1881.0,81.44118532,4.504490339
485,Koutiala,1999,1871.281337,1671.02638,1962.9683,111.465892,5.956661344
486,Koutiala,2000,1495.280618,1248.0,1790.063182,212.7449455,14.22776053
487,Koutiala,2001,1808.142857,1725.0,1911.0,75.79891945,4.192086878
488,Koutiala,2002,1102.714286,547.0,1648.0,361.5820397,32.79018367
489,Koutiala,2003,1815.575831,793.0,2388.987252,544.3282545,29.98102559
490,Koutiala,2004,1519.413065,1207.028448,1945.952935,291.4230642,19.1799762
491,Koutiala,2005,2064.857436,1619.934126,2356.959365,253.8846456,12.29550482
492,Koutiala,2006,2136.149653,1709.093461,2454.958895,233.2090974,10.91726401
493,Koutiala,2007,1783.167711,1076.060234,2260.088889,413.2981661,23.17775067
494,Koutiala,2008,2029.267412,1601.008557,2507.885305,280.315572,13.81363394
495,Koutiala,2009,2145.0,1854.0,2714.0,281.9615813,13.14506207
496,Koutiala,2010,2220.142857,1921.0,2588.0,230.9064952,10.4005242
497,Koutiala,2011,1942.428571,1627.0,2230.0,238.3462867,12.27053031
498,Koutiala,2012,2406.428571,2113.0,2695.0,228.6991161,9.50367357
499,Koutiala,2013,2089.128531,1784.004128,2381.987144,275.7322288,13.19843297
500,Koutiala,2014,2523.428571,2243.0,2763.0,176.3820259,6.98977684
501,Koutiala,2015,2516.557669,2131.0,2783.903681,239.2147589,9.505633902
502,Koutiala,2016,2302.285714,2147.0,2461.0,121.429972,5.274322436
503,Koutiala,2017,2344.571429,2080.0,2701.0,204.8380313,8.736693997
504,San,1990,815.0,625.0,1002.0,206.4445042,25.33061402
505,San,1991,1468.75,1046.0,1625.0,282.4681398,19.23187335
506,San,1992,1154.5,901.0,1476.0,238.9121177,20.69399028
507,San,1993,1237.532492,844.2211055,1622.104567,349.331797,28.22809092
508,San,1994,1446.609878,1235.294118,1552.0,143.126674,9.893937283
509,San,1995,951.8571233,761.0921502,1134.615385,152.6277847,16.03473682
510,San,1996,1433.787511,1338.927991,1683.848797,167.1785829,11.6599274
511,San,1997,1269.852149,388.8888889,1776.65996,526.8164691,41.4864415
512,San,1998,1307.6,1000.0,1510.0,214.5700352,16.40945512
513,San,1999,1525.659395,973.6842105,1901.936547,382.8110856,25.09151695
514,San,2000,1248.030406,1247.998575,1248.062237,0.045015833,0.00360695
515,San,2001,1766.354323,1620.708646,1912.0,205.9740917,11.66097249
516,San,2002,829.8632344,736.0,923.7264689,132.7426592,15.99572721
517,San,2003,829.8632344,736.0,923.7264689,132.7426592,15.99572721
518,San,2004,1349.084959,1293.169918,1405.0,79.07580932,5.861440289
519,San,2005,1837.65425,1794.254208,1881.054292,61.376928,3.339960605
520,San,2006,1661.548232,1647.086689,1676.009774,20.45170954,1.230882688
521,San,2007,1819.50752,1765.0,1874.01504,77.08527404,4.236601014
522,San,2008,1855.746103,1852.0,1859.492206,5.297789669,0.285480307
523,San,2009,2102.916682,1969.833363,2236.0,188.2082339,8.949866421
524,San,2010,2191.0,2136.0,2246.0,77.78174593,3.550056866
525,San,2011,2084.5,2032.0,2137.0,74.24621202,3.561823556
526,San,2012,2490.0,2396.0,2584.0,132.9360749,5.338798187
527,San,2013,2290.004312,2251.015491,2328.993133,55.13851944,2.407791075
528,San,2014,2687.5,2531.0,2844.0,221.3244225,8.235327349
529,San,2015,2774.5,2624.0,2925.0,212.8391411,7.671261169
530,San,2016,2536.5,2388.0,2685.0,210.010714,8.279547172
531,San,2017,2367.5,2349.0,2386.0,26.1629509,1.105087683
532,San,1990,815.0,625.0,1002.0,206.4445042,25.33061402
533,San,1991,1468.75,1046.0,1625.0,282.4681398,19.23187335
534,San,1992,1154.5,901.0,1476.0,238.9121177,20.69399028
535,San,1993,1237.532492,844.2211055,1622.104567,349.331797,28.22809092
536,San,1994,1446.609878,1235.294118,1552.0,143.126674,9.893937283
537,San,1995,951.8571233,761.0921502,1134.615385,152.6277847,16.03473682
538,San,1996,1433.787511,1338.927991,1683.848797,167.1785829,11.6599274
539,San,1997,1269.852149,388.8888889,1776.65996,526.8164691,41.4864415
540,San,1998,1307.6,1000.0,1510.0,214.5700352,16.40945512
541,San,1999,1525.659395,973.6842105,1901.936547,382.8110856,25.09151695
542,San,2000,1248.030406,1247.998575,1248.062237,0.045015833,0.00360695
543,San,2001,1766.354323,1620.708646,1912.0,205.9740917,11.66097249
544,San,2002,829.8632344,736.0,923.7264689,132.7426592,15.99572721
545,San,2003,829.8632344,736.0,923.7264689,132.7426592,15.99572721
546,San,2004,1349.084959,1293.169918,1405.0,79.07580932,5.861440289
547,San,2005,1837.65425,1794.254208,1881.054292,61.376928,3.339960605
548,San,2006,1661.548232,1647.086689,1676.009774,20.45170954,1.230882688
549,San,2007,1819.50752,1765.0,1874.01504,77.08527404,4.236601014
550,San,2008,1855.746103,1852.0,1859.492206,5.297789669,0.285480307
551,San,2009,2102.916682,1969.833363,2236.0,188.2082339,8.949866421
552,San,2010,2191.0,2136.0,2246.0,77.78174593,3.550056866
553,San,2011,2084.5,2032.0,2137.0,74.24621202,3.561823556
554,San,2012,2490.0,2396.0,2584.0,132.9360749,5.338798187
555,San,2013,2290.004312,2251.015491,2328.993133,55.13851944,2.407791075
556,San,2014,2687.5,2531.0,2844.0,221.3244225,8.235327349
557,San,2015,2774.5,2624.0,2925.0,212.8391411,7.671261169
558,San,2016,2536.5,2388.0,2685.0,210.010714,8.279547172
559,San,2017,2367.5,2349.0,2386.0,26.1629509,1.105087683
560,San,1990,815.0,625.0,1002.0,206.4445042,25.33061402
561,San,1991,1468.75,1046.0,1625.0,282.4681398,19.23187335
562,San,1992,1154.5,901.0,1476.0,238.9121177,20.69399028
563,San,1993,1237.532492,844.2211055,1622.104567,349.331797,28.22809092
564,San,1994,1446.609878,1235.294118,1552.0,143.126674,9.893937283
565,San,1995,951.8571233,761.0921502,1134.615385,152.6277847,16.03473682
566,San,1996,1433.787511,1338.927991,1683.848797,167.1785829,11.6599274
567,San,1997,1269.852149,388.8888889,1776.65996,526.8164691,41.4864415
568,San,1998,1307.6,1000.0,1510.0,214.5700352,16.40945512
569,San,1999,1525.659395,973.6842105,1901.936547,382.8110856,25.09151695
570,San,2000,1248.030406,1247.998575,1248.062237,0.045015833,0.00360695
571,San,2001,1766.354323,1620.708646,1912.0,205.9740917,11.66097249
572,San,2002,829.8632344,736.0,923.7264689,132.7426592,15.99572721
573,San,2003,829.8632344,736.0,923.7264689,132.7426592,15.99572721
574,San,2004,1349.084959,1293.169918,1405.0,79.07580932,5.861440289
575,San,2005,1837.65425,1794.254208,1881.054292,61.376928,3.339960605
576,San,2006,1661.548232,1647.086689,1676.009774,20.45170954,1.230882688
577,San,2007,1819.50752,1765.0,1874.01504,77.08527404,4.236601014
578,San,2008,1855.746103,1852.0,1859.492206,5.297789669,0.285480307
579,San,2009,2102.916682,1969.833363,2236.0,188.2082339,8.949866421
580,San,2010,2191.0,2136.0,2246.0,77.78174593,3.550056866
581,San,2011,2084.5,2032.0,2137.0,74.24621202,3.561823556
582,San,2012,2490.0,2396.0,2584.0,132.9360749,5.338798187
583,San,2013,2290.004312,2251.015491,2328.993133,55.13851944,2.407791075
584,San,2014,2687.5,2531.0,2844.0,221.3244225,8.235327349
585,San,2015,2774.5,2624.0,2925.0,212.8391411,7.671261169
586,San,2016,2536.5,2388.0,2685.0,210.010714,8.279547172
587,San,2017,2367.5,2349.0,2386.0,26.1629509,1.105087683
588,San,1990,815.0,625.0,1002.0,206.4445042,25.33061402
589,San,1991,1468.75,1046.0,1625.0,282.4681398,19.23187335
590,San,1992,1154.5,901.0,1476.0,238.9121177,20.69399028
591,San,1993,1237.532492,844.2211055,1622.104567,349.331797,28.22809092
592,San,1994,1446.609878,1235.294118,1552.0,143.126674,9.893937283
593,San,1995,951.8571233,761.0921502,1134.615385,152.6277847,16.03473682
594,San,1996,1433.787511,1338.927991,1683.848797,167.1785829,11.6599274
595,San,1997,1269.852149,388.8888889,1776.65996,526.8164691,41.4864415
596,San,1998,1307.6,1000.0,1510.0,214.5700352,16.40945512
597,San,1999,1525.659395,973.6842105,1901.936547,382.8110856,25.09151695
598,San,2000,1248.030406,1247.998575,1248.062237,0.045015833,0.00360695
599,San,2001,1766.354323,1620.708646,1912.0,205.9740917,11.66097249
600,San,2002,829.8632344,736.0,923.7264689,132.7426592,15.99572721
601,San,2003,829.8632344,736.0,923.7264689,132.7426592,15.99572721
602,San,2004,1349.084959,1293.169918,1405.0,79.07580932,5.861440289
603,San,2005,1837.65425,1794.254208,1881.054292,61.376928,3.339960605
604,San,2006,1661.548232,1647.086689,1676.009774,20.45170954,1.230882688
605,San,2007,1819.50752,1765.0,1874.01504,77.08527404,4.236601014
606,San,2008,1855.746103,1852.0,1859.492206,5.297789669,0.285480307
607,San,2009,2102.916682,1969.833363,2236.0,188.2082339,8.949866421
608,San,2010,2191.0,2136.0,2246.0,77.78174593,3.550056866
609,San,2011,2084.5,2032.0,2137.0,74.24621202,3.561823556
610,San,2012,2490.0,2396.0,2584.0,132.9360749,5.338798187
611,San,2013,2290.004312,2251.015491,2328.993133,55.13851944,2.407791075
612,San,2014,2687.5,2531.0,2844.0,221.3244225,8.235327349
613,San,2015,2774.5,2624.0,2925.0,212.8391411,7.671261169
614,San,2016,2536.5,2388.0,2685.0,210.010714,8.279547172
615,San,2017,2367.5,2349.0,2386.0,26.1629509,1.105087683
616,San,1990,815.0,625.0,1002.0,206.4445042,25.33061402
617,San,1991,1468.75,1046.0,1625.0,282.4681398,19.23187335
618,San,1992,1154.5,901.0,1476.0,238.9121177,20.69399028
619,San,1993,1237.532492,844.2211055,1622.104567,349.331797,28.22809092
620,San,1994,1446.609878,1235.294118,1552.0,143.126674,9.893937283
621,San,1995,951.8571233,761.0921502,1134.615385,152.6277847,16.03473682
622,San,1996,1433.787511,1338.927991,1683.848797,167.1785829,11.6599274
623,San,1997,1269.852149,388.8888889,1776.65996,526.8164691,41.4864415
624,San,1998,1307.6,1000.0,1510.0,214.5700352,16.40945512
625,San,1999,1525.659395,973.6842105,1901.936547,382.8110856,25.09151695
626,San,2000,1248.030406,1247.998575,1248.062237,0.045015833,0.00360695
627,San,2001,1766.354323,1620.708646,1912.0,205.9740917,11.66097249
628,San,2002,829.8632344,736.0,923.7264689,132.7426592,15.99572721
629,San,2003,829.8632344,736.0,923.7264689,132.7426592,15.99572721
630,San,2004,1349.084959,1293.169918,1405.0,79.07580932,5.861440289
631,San,2005,1837.65425,1794.254208,1881.054292,61.376928,3.339960605
632,San,2006,1661.548232,1647.086689,1676.009774,20.45170954,1.230882688
633,San,2007,1819.50752,1765.0,1874.01504,77.08527404,4.236601014
634,San,2008,1855.746103,1852.0,1859.492206,5.297789669,0.285480307
635,San,2009,2102.916682,1969.833363,2236.0,188.2082339,8.949866421
636,San,2010,2191.0,2136.0,2246.0,77.78174593,3.550056866
637,San,2011,2084.5,2032.0,2137.0,74.24621202,3.561823556
638,San,2012,2490.0,2396.0,2584.0,132.9360749,5.338798187
639,San,2013,2290.004312,2251.015491,2328.993133,55.13851944,2.407791075
640,San,2014,2687.5,2531.0,2844.0,221.3244225,8.235327349
641,San,2015,2774.5,2624.0,2925.0,212.8391411,7.671261169
642,San,2016,2536.5,2388.0,2685.0,210.010714,8.279547172
643,San,2017,2367.5,2349.0,2386.0,26.1629509,1.105087683
644,San,1990,815.0,625.0,1002.0,206.4445042,25.33061402
645,San,1991,1468.75,1046.0,1625.0,282.4681398,19.23187335
646,San,1992,1154.5,901.0,1476.0,238.9121177,20.69399028
647,San,1993,1237.532492,844.2211055,1622.104567,349.331797,28.22809092
648,San,1994,1446.609878,1235.294118,1552.0,143.126674,9.893937283
649,San,1995,951.8571233,761.0921502,1134.615385,152.6277847,16.03473682
650,San,1996,1433.787511,1338.927991,1683.848797,167.1785829,11.6599274
651,San,1997,1269.852149,388.8888889,1776.65996,526.8164691,41.4864415
652,San,1998,1307.6,1000.0,1510.0,214.5700352,16.40945512
653,San,1999,1525.659395,973.6842105,1901.936547,382.8110856,25.09151695
654,San,2000,1248.030406,1247.998575,1248.062237,0.045015833,0.00360695
655,San,2001,1766.354323,1620.708646,1912.0,205.9740917,11.66097249
656,San,2002,829.8632344,736.0,923.7264689,132.7426592,15.99572721
657,San,2003,829.8632344,736.0,923.7264689,132.7426592,15.99572721
658,San,2004,1349.084959,1293.169918,1405.0,79.07580932,5.861440289
659,San,2005,1837.65425,1794.254208,1881.054292,61.376928,3.339960605
660,San,2006,1661.548232,1647.086689,1676.009774,20.45170954,1.230882688
661,San,2007,1819.50752,1765.0,1874.01504,77.08527404,4.236601014
662,San,2008,1855.746103,1852.0,1859.492206,5.297789669,0.285480307
663,San,2009,2102.916682,1969.833363,2236.0,188.2082339,8.949866421
664,San,2010,2191.0,2136.0,2246.0,77.78174593,3.550056866
665,San,2011,2084.5,2032.0,2137.0,74.24621202,3.561823556
666,San,2012,2490.0,2396.0,2584.0,132.9360749,5.338798187
667,San,2013,2290.004312,2251.015491,2328.993133,55.13851944,2.407791075
668,San,2014,2687.5,2531.0,2844.0,221.3244225,8.235327349
669,San,2015,2774.5,2624.0,2925.0,212.8391411,7.671261169
670,San,2016,2536.5,2388.0,2685.0,210.010714,8.279547172
671,San,2017,2367.5,2349.0,2386.0,26.1629509,1.105087683
672,Sikasso,1990,2352.4,1898.0,2979.0,417.5264064,17.74895453
673,Sikasso,1991,2655.0,2372.0,3110.0,300.0383309,11.30087875
674,Sikasso,1992,2464.8,2005.0,3043.0,372.8400461,15.12658415
675,Sikasso,1993,2261.596177,1716.042403,2867.977007,480.8059631,21.25958507
676,Sikasso,1994,2180.606278,1903.978631,2664.715958,294.1793404,13.49071327
677,Sikasso,1995,2258.147429,1948.677249,2774.949378,308.9572888,13.68189184
678,Sikasso,1996,2290.374274,1843.892086,2895.034569,379.0825836,16.55111953
679,Sikasso,1997,2401.999062,2201.999572,2703.001857,201.5020218,8.38893008
680,Sikasso,1998,2187.8,1833.0,2635.0,312.3991037,14.2791436
681,Sikasso,1999,2358.209046,1995.009194,2617.988739,233.829378,9.915549189
682,Sikasso,2000,,,,,
683,Sikasso,2001,,,,,
684,Sikasso,2002,1971.2,1637.0,2383.0,332.583373,16.87212728
685,Sikasso,2003,2377.99893,2182.98636,2598.053014,185.1937716,7.787798779
686,Sikasso,2004,2135.481009,1748.453337,2425.938804,277.0614557,12.97419431
687,Sikasso,2005,2011.410585,1800.012558,2388.003695,225.2167354,11.19695486
688,Sikasso,2006,2327.6312,2154.813391,2439.060516,109.9817889,4.725052185
689,Sikasso,2007,2115.336573,1726.226576,2574.080772,329.8813783,15.5947466
690,Sikasso,2008,2026.733293,1675.367822,2345.753507,240.5574387,11.86922026
691,Sikasso,2009,2333.247353,2216.470827,2531.59472,122.8105174,5.263501844
692,Sikasso,2010,2407.554099,1977.454545,2677.351129,285.2725505,11.84906086
693,Sikasso,2011,2216.738897,1906.524064,2563.772512,234.9515162,10.59897115
694,Sikasso,2012,2454.479532,1855.523627,2948.414787,418.7480975,17.06056588
695,Sikasso,2013,2311.306574,2123.497268,2474.382986,153.4286399,6.638177802
696,Sikasso,2014,2638.154769,2495.156522,2932.729258,173.5878962,6.579898128
697,Sikasso,2015,2710.983563,2514.635258,2951.583333,165.7402481,6.113657431
698,Sikasso,2016,2760.413792,2674.439024,2957.521008,116.1253446,4.206809317
699,Sikasso,2017,2224.126204,2031.383627,2343.835616,132.1211337,5.940361361
700,Sikasso,1990,2352.4,1898.0,2979.0,417.5264064,17.74895453
701,Sikasso,1991,2655.0,2372.0,3110.0,300.0383309,11.30087875
702,Sikasso,1992,2464.8,2005.0,3043.0,372.8400461,15.12658415
703,Sikasso,1993,2261.596177,1716.042403,2867.977007,480.8059631,21.25958507
704,Sikasso,1994,2180.606278,1903.978631,2664.715958,294.1793404,13.49071327
705,Sikasso,1995,2258.147429,1948.677249,2774.949378,308.9572888,13.68189184
706,Sikasso,1996,2290.374274,1843.892086,2895.034569,379.0825836,16.55111953
707,Sikasso,1997,2401.999062,2201.999572,2703.001857,201.5020218,8.38893008
708,Sikasso,1998,2187.8,1833.0,2635.0,312.3991037,14.2791436
709,Sikasso,1999,2358.209046,1995.009194,2617.988739,233.829378,9.915549189
710,Sikasso,2000,,,,,
711,Sikasso,2001,,,,,
712,Sikasso,2002,1971.2,1637.0,2383.0,332.583373,16.87212728
713,Sikasso,2003,2377.99893,2182.98636,2598.053014,185.1937716,7.787798779
714,Sikasso,2004,2135.481009,1748.453337,2425.938804,277.0614557,12.97419431
715,Sikasso,2005,2011.410585,1800.012558,2388.003695,225.2167354,11.19695486
716,Sikasso,2006,2327.6312,2154.813391,2439.060516,109.9817889,4.725052185
717,Sikasso,2007,2115.336573,1726.226576,2574.080772,329.8813783,15.5947466
718,Sikasso,2008,2026.733293,1675.367822,2345.753507,240.5574387,11.86922026
719,Sikasso,2009,2333.247353,2216.470827,2531.59472,122.8105174,5.263501844
720,Sikasso,2010,2407.554099,1977.454545,2677.351129,285.2725505,11.84906086
721,Sikasso,2011,2216.738897,1906.524064,2563.772512,234.9515162,10.59897115
722,Sikasso,2012,2454.479532,1855.523627,2948.414787,418.7480975,17.06056588
723,Sikasso,2013,2311.306574,2123.497268,2474.382986,153.4286399,6.638177802
724,Sikasso,2014,2638.154769,2495.156522,2932.729258,173.5878962,6.579898128
725,Sikasso,2015,2710.983563,2514.635258,2951.583333,165.7402481,6.113657431
726,Sikasso,2016,2760.413792,2674.439024,2957.521008,116.1253446,4.206809317
727,Sikasso,2017,2224.126204,2031.383627,2343.835616,132.1211337,5.940361361
728,Sikasso,1990,2352.4,1898.0,2979.0,417.5264064,17.74895453
729,Sikasso,1991,2655.0,2372.0,3110.0,300.0383309,11.30087875
730,Sikasso,1992,2464.8,2005.0,3043.0,372.8400461,15.12658415
731,Sikasso,1993,2261.596177,1716.042403,2867.977007,480.8059631,21.25958507
732,Sikasso,1994,2180.606278,1903.978631,2664.715958,294.1793404,13.49071327
733,Sikasso,1995,2258.147429,1948.677249,2774.949378,308.9572888,13.68189184
734,Sikasso,1996,2290.374274,1843.892086,2895.034569,379.0825836,16.55111953
735,Sikasso,1997,2401.999062,2201.999572,2703.001857,201.5020218,8.38893008
736,Sikasso,1998,2187.8,1833.0,2635.0,312.3991037,14.2791436
737,Sikasso,1999,2358.209046,1995.009194,2617.988739,233.829378,9.915549189
738,Sikasso,2000,,,,,
739,Sikasso,2001,,,,,
