,year,cmdt_zone,cmdt_sector,adm3_pcode,crop_name,crop_season,production_mtha,planted_areas_ha,matyield.kg.ha
321,2003,Koutiala,Bla,ML020208,maize,rainy_season-June_October,,,793.0
322,2004,Koutiala,Bla,ML020208,maize,rainy_season-June_October,,,1551.0
323,2005,Koutiala,Bla,ML020208,maize,rainy_season-June_October,,,1979.012742
324,2006,Koutiala,Bla,ML020208,maize,rainy_season-June_October,,,2111.052185
325,2007,Koutiala,Bla,ML020208,maize,rainy_season-June_October,,,1492.0
326,2008,Koutiala,Bla,ML020208,maize,rainy_season-June_October,,,1880.0
327,2009,Koutiala,Bla,ML020208,maize,rainy_season-June_October,,,2006.0
328,2010,Koutiala,Bla,ML020208,maize,rainy_season-June_October,,,2220.0
329,2011,Koutiala,Bla,ML020208,maize,rainy_season-June_October,,,2006.0
330,2012,Koutiala,Bla,ML020208,maize,rainy_season-June_October,,,2451.0
331,2013,Koutiala,Bla,ML020208,maize,rainy_season-June_October,,,2369.966225
332,2014,Koutiala,Bla,ML020208,maize,rainy_season-June_October,,,2541.0
333,2015,Koutiala,Bla,ML020208,maize,rainy_season-June_October,,,2425.0
334,2016,Koutiala,Bla,ML020208,maize,rainy_season-June_October,,,2218.0
335,2017,Koutiala,Bla,ML020208,maize,rainy_season-June_October,,,2080.0
336,1990,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,0.0,0.0,
337,1991,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,0.0,0.0,
338,1992,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,0.0,0.0,
339,1993,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,0.0,0.0,
340,1994,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,0.0,0.0,
341,1995,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,0.0,0.0,
342,1996,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,0.0,0.0,
343,1997,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,10575.0,6060.0,1745.049505
344,1998,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,13577.0,7218.0,1881.0
345,1999,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,14220.0,7345.0,1936.010892
346,2000,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,1790.063182
347,2001,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,1725.0
348,2002,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,1108.0
349,2003,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,1675.0
350,2004,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,1537.952458
351,2005,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,1922.007255
352,2006,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,2035.960044
353,2007,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,1963.046045
354,2008,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,1986.043689
355,2009,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,1934.0
356,2010,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,2032.0
357,2011,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,2018.0
358,2012,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,2128.0
359,2013,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,2087.997245
360,2014,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,2553.0
361,2015,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,2441.0
362,2016,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,2207.0
363,2017,Koutiala,Karangana,ML030412,maize,rainy_season-June_October,,,2480.0
364,1990,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,7147.0,3945.0,1807.0
365,1991,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,4815.0,3526.0,1366.0
366,1992,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,8873.0,4513.0,1966.0
367,1993,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,8368.0,4504.0,1857.904085
368,1994,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,9213.0,4980.0,1850.0
369,1995,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,9086.0,4965.0,1830.01007
370,1996,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,12223.4,6268.0,1950.127632
371,1997,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,16272.0,8453.0,1924.997042
372,1998,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,16075.0,8813.0,1824.0
373,1999,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,18787.0,9684.0,1940.004131
374,2000,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,1315.041697
375,2001,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,1911.0
376,2002,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,1381.0
377,2003,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,2252.985745
378,2004,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,1302.982198
379,2005,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,2153.026525
380,2006,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,2132.964578
381,2007,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,2054.97006
382,2008,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,2160.0
383,2009,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,2198.0
384,2010,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,2443.0
385,2011,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,1855.0
386,2012,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,2695.0
387,2013,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,2340.968123
388,2014,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,2763.0
389,2015,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,2378.0
390,2016,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,2336.0
391,2017,Koutiala,Koutiala,ML030524,maize,rainy_season-June_October,,,2402.0
392,1990,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,4252.0,2143.0,1984.0
393,1991,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,4082.0,2285.0,1786.0
394,1992,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,6252.0,2747.0,2276.0
395,1993,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,6833.0,3083.0,2216.347713
396,1994,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,5853.0,3461.0,1691.129731
397,1995,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,5250.0,3117.0,1684.311838
398,1996,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,7192.0,3875.0,1856.0
399,1997,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,7678.0,4498.0,1706.98088
400,1998,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,8121.0,4662.0,1742.0
401,1999,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,7538.0,4511.0,1671.02638
402,2000,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,1521.052632
403,2001,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,1863.0
404,2002,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,1648.0
405,2003,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,1903.037538
406,2004,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,1945.952935
407,2005,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,2356.959365
408,2006,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,2212.043796
409,2007,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,2046.038251
410,2008,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,2128.975547
411,2009,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,2125.0
412,2010,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,1921.0
413,2011,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,2196.0
414,2012,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,2640.0
415,2013,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,2381.987144
416,2014,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,2454.0
417,2015,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,2735.0
418,2016,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,2297.0
419,2017,Koutiala,Molobala,ML030532,maize,rainy_season-June_October,,,2701.0
420,1990,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,2010.0
421,1991,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1631.0
422,1992,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1577.0
423,1993,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1760.97772
424,1994,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1569.97568
425,1995,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1656.257072
426,1996,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1644.42326
427,1997,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1750.0
428,1998,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1859.0
429,1999,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1962.9683
430,2000,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1769.977595
431,2001,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1743.0
432,2002,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,547.0
433,2003,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,2150.049036
434,2004,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1207.028448
435,2005,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,2099.976911
436,2006,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,2296.974615
437,2007,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1076.060234
438,2008,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1940.958789
439,2009,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,2184.0
440,2010,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,2217.0
441,2011,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1627.0
442,2012,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,2481.0
443,2013,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,1839.03479
444,2014,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,2409.0
445,2015,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,2722.0
446,2016,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,2450.0
447,2017,Koutiala,Mpessoba,ML030422,maize,rainy_season-June_October,,,2251.0
448,1990,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,4582.0,2383.0,1923.0
449,1991,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,5003.0,2587.0,1934.0
450,1992,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,7944.0,3460.0,2296.0
451,1993,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,7437.0,3709.0,2005.122675
452,1994,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,7180.0,4291.0,1673.269634
453,1995,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,9055.0,5053.0,1792.00475
454,1996,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,14282.0,7067.0,2020.942408
455,1997,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,6259.0,3443.0,1817.891374
456,1998,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,7112.0,3876.0,1835.0
457,1999,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,8613.0,4866.0,1770.036991
458,2000,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,1390.892696
459,2001,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,1772.0
460,2002,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,1075.0
461,2003,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,1545.971247
462,2004,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,1245.070942
463,2005,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,1619.934126
464,2006,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,1709.093461
465,2007,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,1589.970501
466,2008,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,1601.008557
467,2009,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,1854.0
468,2010,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,2120.0
469,2011,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,1665.0
470,2012,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,2113.0
471,2013,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,1784.004128
472,2014,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,2243.0
473,2015,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,2131.0
474,2016,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,2147.0
475,2017,Koutiala,Yorosso,ML030707,maize,rainy_season-June_October,,,2194.0
476,1990,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,4271.0,2539.0,1674.0
477,1991,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,2679.0,2430.0,1102.0
478,1992,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,4508.0,2585.0,1744.0
479,1993,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,5237.0,3045.0,1719.868637
480,1994,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,6323.0,3114.0,2030.507386
481,1995,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,5430.0,2858.0,1899.930021
482,1996,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,5593.0,3263.0,1714.06681
483,1997,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,7422.0,4027.0,1843.059349
484,1998,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,7526.0,4044.0,1861.0
485,1999,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,10059.0,5148.0,1953.962704
486,2000,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,1431.936524
487,2001,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,1758.0
488,2002,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,1167.0
489,2003,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,2388.987252
490,2004,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,1845.904474
491,2005,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,2323.085125
492,2006,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,2454.958895
493,2007,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,2260.088889
494,2008,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,2507.885305
495,2009,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,2714.0
496,2010,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,2588.0
497,2011,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,2230.0
498,2012,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,2337.0
499,2013,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,1819.942064
500,2014,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,2701.0
501,2015,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,2783.903681
502,2016,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,2461.0
503,2017,Koutiala,Zebala,ML030406,maize,rainy_season-June_October,,,2304.0
504,1990,San,Fangasso,ML040711,maize,rainy_season-June_October,0.0,0.0,
505,1991,San,Fangasso,ML040711,maize,rainy_season-June_October,0.0,0.0,
506,1992,San,Fangasso,ML040711,maize,rainy_season-June_October,0.0,0.0,
507,1993,San,Fangasso,ML040711,maize,rainy_season-June_October,0.0,0.0,
508,1994,San,Fangasso,ML040711,maize,rainy_season-June_October,0.0,0.0,
509,1995,San,Fangasso,ML040711,maize,rainy_season-June_October,0.0,0.0,
510,1996,San,Fangasso,ML040711,maize,rainy_season-June_October,0.0,0.0,
511,1997,San,Fangasso,ML040711,maize,rainy_season-June_October,7.0,18.0,388.8888889
512,1998,San,Fangasso,ML040711,maize,rainy_season-June_October,24.0,24.0,1000.0
513,1999,San,Fangasso,ML040711,maize,rainy_season-June_October,37.0,38.0,973.6842105
514,2000,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
515,2001,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
516,2002,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
517,2003,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
518,2004,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
519,2005,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
520,2006,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
521,2007,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
522,2008,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
523,2009,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
524,2010,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
525,2011,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
526,2012,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
527,2013,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
528,2014,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
529,2015,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
530,2016,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
531,2017,San,Fangasso,ML040711,maize,rainy_season-June_October,,,
532,1990,San,Kimparana,ML040503,maize,rainy_season-June_October,1261.0,1280.0,985.0
533,1991,San,Kimparana,ML040503,maize,rainy_season-June_October,2343.0,1445.0,1621.0
534,1992,San,Kimparana,ML040503,maize,rainy_season-June_October,2196.0,1488.0,1476.0
535,1993,San,Kimparana,ML040503,maize,rainy_season-June_October,2451.0,1511.0,1622.104567
536,1994,San,Kimparana,ML040503,maize,rainy_season-June_October,2485.0,1650.0,1506.060606
537,1995,San,Kimparana,ML040503,maize,rainy_season-June_October,1246.0,1296.0,961.4197531
538,1996,San,Kimparana,ML040503,maize,rainy_season-June_October,2940.0,1746.0,1683.848797
539,1997,San,Kimparana,ML040503,maize,rainy_season-June_October,3131.0,2274.0,1376.868953
540,1998,San,Kimparana,ML040503,maize,rainy_season-June_October,3209.0,2217.0,1447.0
541,1999,San,Kimparana,ML040503,maize,rainy_season-June_October,5638.0,3122.0,1805.893658
542,2000,San,Kimparana,ML040503,maize,rainy_season-June_October,,,1248.062237
543,2001,San,Kimparana,ML040503,maize,rainy_season-June_October,,,1620.708646
544,2002,San,Kimparana,ML040503,maize,rainy_season-June_October,,,923.7264689
545,2003,San,Kimparana,ML040503,maize,rainy_season-June_October,,,923.7264689
546,2004,San,Kimparana,ML040503,maize,rainy_season-June_October,,,1293.169918
547,2005,San,Kimparana,ML040503,maize,rainy_season-June_October,,,1794.254208
548,2006,San,Kimparana,ML040503,maize,rainy_season-June_October,,,1676.009774
549,2007,San,Kimparana,ML040503,maize,rainy_season-June_October,,,1874.01504
550,2008,San,Kimparana,ML040503,maize,rainy_season-June_October,,,1859.492206
551,2009,San,Kimparana,ML040503,maize,rainy_season-June_October,,,1969.833363
552,2010,San,Kimparana,ML040503,maize,rainy_season-June_October,,,2246.0
553,2011,San,Kimparana,ML040503,maize,rainy_season-June_October,,,2137.0
554,2012,San,Kimparana,ML040503,maize,rainy_season-June_October,,,2396.0
555,2013,San,Kimparana,ML040503,maize,rainy_season-June_October,,,2328.993133
556,2014,San,Kimparana,ML040503,maize,rainy_season-June_October,,,2531.0
557,2015,San,Kimparana,ML040503,maize,rainy_season-June_October,,,2624.0
558,2016,San,Kimparana,ML040503,maize,rainy_season-June_October,,,2388.0
559,2017,San,Kimparana,ML040503,maize,rainy_season-June_October,,,2386.0
560,1990,San,San,ML040711,maize,rainy_season-June_October,141.0,218.0,648.0
561,1991,San,San,ML040711,maize,rainy_season-June_October,567.0,542.0,1046.0
562,1992,San,San,ML040711,maize,rainy_season-June_October,498.0,553.0,901.0
563,1993,San,San,ML040711,maize,rainy_season-June_October,634.0,596.0,1063.758389
564,1994,San,San,ML040711,maize,rainy_season-June_October,756.0,612.0,1235.294118
565,1995,San,San,ML040711,maize,rainy_season-June_October,631.0,664.0,950.3012048
566,1996,San,San,ML040711,maize,rainy_season-June_October,1124.0,836.0,1344.497608
567,1997,San,San,ML040711,maize,rainy_season-June_October,1236.0,965.0,1280.829016
568,1998,San,San,ML040711,maize,rainy_season-June_October,1537.0,1018.0,1510.0
569,1999,San,San,ML040711,maize,rainy_season-June_October,1459.0,1117.0,1306.177261
570,2000,San,San,ML040711,maize,rainy_season-June_October,,,
571,2001,San,San,ML040711,maize,rainy_season-June_October,,,
572,2002,San,San,ML040711,maize,rainy_season-June_October,,,
573,2003,San,San,ML040711,maize,rainy_season-June_October,,,
574,2004,San,San,ML040711,maize,rainy_season-June_October,,,
575,2005,San,San,ML040711,maize,rainy_season-June_October,,,
576,2006,San,San,ML040711,maize,rainy_season-June_October,,,
577,2007,San,San,ML040711,maize,rainy_season-June_October,,,
578,2008,San,San,ML040711,maize,rainy_season-June_October,,,
579,2009,San,San,ML040711,maize,rainy_season-June_October,,,
580,2010,San,San,ML040711,maize,rainy_season-June_October,,,
581,2011,San,San,ML040711,maize,rainy_season-June_October,,,
582,2012,San,San,ML040711,maize,rainy_season-June_October,,,
583,2013,San,San,ML040711,maize,rainy_season-June_October,,,
584,2014,San,San,ML040711,maize,rainy_season-June_October,,,
585,2015,San,San,ML040711,maize,rainy_season-June_October,,,
586,2016,San,San,ML040711,maize,rainy_season-June_October,,,
587,2017,San,San,ML040711,maize,rainy_season-June_October,,,
588,1990,San,Tominian,ML040711,maize,rainy_season-June_October,69.0,111.0,625.0
589,1991,San,Tominian,ML040711,maize,rainy_season-June_October,182.0,112.0,1625.0
590,1992,San,Tominian,ML040711,maize,rainy_season-June_October,283.0,247.0,1146.0
591,1993,San,Tominian,ML040711,maize,rainy_season-June_October,168.0,199.0,844.2211055
592,1994,San,Tominian,ML040711,maize,rainy_season-June_October,388.0,250.0,1552.0
593,1995,San,Tominian,ML040711,maize,rainy_season-June_October,223.0,293.0,761.0921502
594,1996,San,Tominian,ML040711,maize,rainy_season-June_October,528.0,386.0,1367.875648
595,1997,San,Tominian,ML040711,maize,rainy_season-June_October,883.0,497.0,1776.65996
596,1998,San,Tominian,ML040711,maize,rainy_season-June_October,1005.0,713.0,1410.0
597,1999,San,Tominian,ML040711,maize,rainy_season-June_October,1301.0,793.0,1640.605296
598,2000,San,Tominian,ML040711,maize,rainy_season-June_October,,,
599,2001,San,Tominian,ML040711,maize,rainy_season-June_October,,,
600,2002,San,Tominian,ML040711,maize,rainy_season-June_October,,,
601,2003,San,Tominian,ML040711,maize,rainy_season-June_October,,,
602,2004,San,Tominian,ML040711,maize,rainy_season-June_October,,,
603,2005,San,Tominian,ML040711,maize,rainy_season-June_October,,,
604,2006,San,Tominian,ML040711,maize,rainy_season-June_October,,,
605,2007,San,Tominian,ML040711,maize,rainy_season-June_October,,,
606,2008,San,Tominian,ML040711,maize,rainy_season-June_October,,,
607,2009,San,Tominian,ML040711,maize,rainy_season-June_October,,,
608,2010,San,Tominian,ML040711,maize,rainy_season-June_October,,,
609,2011,San,Tominian,ML040711,maize,rainy_season-June_October,,,
610,2012,San,Tominian,ML040711,maize,rainy_season-June_October,,,
611,2013,San,Tominian,ML040711,maize,rainy_season-June_October,,,
612,2014,San,Tominian,ML040711,maize,rainy_season-June_October,,,
613,2015,San,Tominian,ML040711,maize,rainy_season-June_October,,,
614,2016,San,Tominian,ML040711,maize,rainy_season-June_October,,,
615,2017,San,Tominian,ML040711,maize,rainy_season-June_October,,,
616,1990,San,Yangasso,ML030421,maize,rainy_season-June_October,709.0,708.0,1002.0
617,1991,San,Yangasso,ML030421,maize,rainy_season-June_October,1417.0,895.0,1583.0
618,1992,San,Yangasso,ML030421,maize,rainy_season-June_October,1086.0,992.0,1095.0
619,1993,San,Yangasso,ML030421,maize,rainy_season-June_October,1856.0,1307.0,1420.045907
620,1994,San,Yangasso,ML030421,maize,rainy_season-June_October,2483.0,1663.0,1493.084787
621,1995,San,Yangasso,ML030421,maize,rainy_season-June_October,2065.0,1820.0,1134.615385
622,1996,San,Yangasso,ML030421,maize,rainy_season-June_October,2473.0,1847.0,1338.927991
623,1997,San,Yangasso,ML030421,maize,rainy_season-June_October,3725.0,2441.0,1526.013929
624,1998,San,Yangasso,ML030421,maize,rainy_season-June_October,2706.0,2311.0,1171.0
625,1999,San,Yangasso,ML030421,maize,rainy_season-June_October,4616.0,2426.5,1901.936547
626,2000,San,Yangasso,ML030421,maize,rainy_season-June_October,,,1247.998575
627,2001,San,Yangasso,ML030421,maize,rainy_season-June_October,,,1912.0
628,2002,San,Yangasso,ML030421,maize,rainy_season-June_October,,,736.0
629,2003,San,Yangasso,ML030421,maize,rainy_season-June_October,,,736.0
630,2004,San,Yangasso,ML030421,maize,rainy_season-June_October,,,1405.0
631,2005,San,Yangasso,ML030421,maize,rainy_season-June_October,,,1881.054292
632,2006,San,Yangasso,ML030421,maize,rainy_season-June_October,,,1647.086689
633,2007,San,Yangasso,ML030421,maize,rainy_season-June_October,,,1765.0
634,2008,San,Yangasso,ML030421,maize,rainy_season-June_October,,,1852.0
635,2009,San,Yangasso,ML030421,maize,rainy_season-June_October,,,2236.0
636,2010,San,Yangasso,ML030421,maize,rainy_season-June_October,,,2136.0
637,2011,San,Yangasso,ML030421,maize,rainy_season-June_October,,,2032.0
638,2012,San,Yangasso,ML030421,maize,rainy_season-June_October,,,2584.0
639,2013,San,Yangasso,ML030421,maize,rainy_season-June_October,,,2251.015491
640,2014,San,Yangasso,ML030421,maize,rainy_season-June_October,,,2844.0
641,2015,San,Yangasso,ML030421,maize,rainy_season-June_October,,,2925.0
642,2016,San,Yangasso,ML030421,maize,rainy_season-June_October,,,2685.0
643,2017,San,Yangasso,ML030421,maize,rainy_season-June_October,,,2349.0
644,1990,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,7800.0,4110.0,1898.0
645,1991,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,14453.0,5216.0,2771.0
646,1992,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,12680.0,6324.0,2005.0
647,1993,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,12141.0,7075.0,1716.042403
648,1994,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,17820.0,8486.0,2100.053032
649,1995,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,18415.0,9450.0,1948.677249
650,1996,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,19547.1,10601.0,1843.892086
651,1997,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,28951.4,12325.0,2348.997972
652,1998,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,26175.0,14280.0,1833.0
653,1999,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,30380.0,15228.0,1995.009194
654,2000,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,
